school,sex,age,Pstatus,studytime,failures,schoolsup,famsup,paid,higher,Dalc,Walc,health,absences,G1,G2,G3,Average,Result
GP,F,17,T,3,0,no,yes,no,yes,1,1,5,0,75,75,75,75,Pass
GP,M,18,T,1,0,no,no,no,yes,1,2,5,6,75,70,75,73.333333,Pass
GP,F,18,T,2,0,no,no,no,yes,1,1,4,8,50,55,60,55,Pass
GP,F,18,T,2,0,no,no,no,yes,1,1,2,0,50,45,60,51.666667,Pass
GP,F,18,T,4,0,no,no,no,yes,1,1,4,6,70,65,70,68.333333,Pass
GP,F,17,T,3,0,no,no,no,yes,1,3,5,8,55,65,70,63.333333,Pass
GP,F,17,T,2,0,no,yes,no,yes,2,3,2,0,60,65,75,66.666667,Pass
GP,F,18,T,4,0,no,yes,no,yes,1,1,1,4,70,70,75,71.666667,Pass
GP,F,17,A,2,0,no,yes,no,yes,2,3,2,0,70,70,80,73.333333,Pass
GP,M,18,T,2,0,no,yes,no,yes,2,2,2,0,60,60,65,61.666667,Pass
GP,M,18,T,2,0,no,no,no,yes,1,3,5,6,80,80,85,81.666667,Pass
GP,F,17,A,2,0,no,yes,no,yes,1,2,4,18,50,60,70,60,Pass
GP,F,18,T,3,0,no,yes,no,yes,1,2,3,0,55,60,70,61.666667,Pass
GP,F,18,T,3,0,no,no,no,yes,2,3,1,4,70,80,85,78.333333,Pass
GP,M,18,T,3,0,no,no,no,yes,1,2,4,4,75,70,85,76.666667,Pass
GP,M,18,T,3,0,no,yes,no,yes,2,3,5,0,70,65,70,68.333333,Pass
GP,F,17,T,3,0,no,yes,no,yes,1,3,4,0,55,60,65,60,Pass
GP,F,17,T,2,0,no,yes,no,yes,2,2,1,10,60,75,75,70,Pass
GP,F,17,T,2,0,no,yes,no,yes,2,4,4,4,60,80,80,73.333333,Pass
GP,F,19,A,1,1,no,no,no,no,3,4,5,16,50,55,55,53.333333,Pass
GP,F,17,T,1,1,no,yes,yes,yes,1,1,3,6,50,65,65,60,Pass
GP,F,21,T,3,2,no,no,yes,yes,1,1,5,0,45,60,60,55,Pass
GP,M,18,T,2,0,no,yes,no,no,1,3,3,11,45,55,60,53.333333,Pass
GP,M,18,A,2,0,no,no,no,yes,1,4,2,9,65,70,75,70,Pass
GP,F,17,T,2,0,no,yes,no,yes,1,3,4,0,65,85,85,78.333333,Pass
GP,M,17,A,3,0,no,yes,no,yes,1,2,4,2,60,75,75,70,Pass
GP,F,18,T,2,0,no,yes,no,yes,1,1,3,0,70,85,85,80,Pass
GP,M,21,T,2,2,no,yes,no,no,5,2,4,21,45,50,50,48.333333,Fail
GP,F,20,T,3,0,no,no,no,yes,1,3,3,8,55,75,75,68.333333,Pass
GP,F,19,T,1,1,no,yes,no,yes,4,4,5,5,45,50,55,50,Fail
GP,M,17,A,2,0,no,yes,no,yes,1,2,5,10,80,90,90,86.666667,Pass
GP,F,18,T,3,0,no,yes,no,yes,1,2,2,5,70,85,85,80,Pass
GP,M,18,T,1,0,no,no,no,yes,4,5,4,13,65,70,70,68.333333,Pass
GP,M,19,T,1,0,no,no,no,yes,1,4,4,10,35,55,55,48.333333,Fail
GP,F,18,A,2,0,no,yes,no,yes,1,3,4,10,70,85,85,80,Pass
GP,F,20,T,1,1,yes,no,no,yes,1,1,5,5,40,50,50,46.666667,Fail
GP,F,18,T,2,0,no,yes,no,yes,1,2,1,4,50,65,65,60,Pass
MS,F,16,T,1,0,no,yes,no,no,1,3,5,11,50,55,55,53.333333,Pass
MS,F,16,T,2,0,no,yes,no,yes,1,1,5,0,60,60,60,60,Pass
MS,F,15,T,1,1,no,yes,no,yes,1,1,2,6,50,50,50,50,Fail
MS,F,15,T,1,0,no,yes,no,yes,2,3,5,4,50,50,55,51.666667,Pass
MS,F,16,T,2,0,no,no,no,yes,1,2,5,0,80,85,85,83.333333,Pass
MS,F,15,T,1,0,no,no,no,no,1,1,1,0,30,40,45,38.333333,Fail
MS,M,16,A,2,0,no,yes,no,yes,1,3,2,5,50,55,55,53.333333,Pass
MS,M,16,A,3,0,yes,no,no,yes,1,1,5,0,50,55,55,53.333333,Pass
MS,F,17,T,2,1,no,no,no,yes,1,2,5,0,50,50,50,50,Fail
MS,F,17,T,1,1,no,yes,no,no,2,2,5,0,30,30,35,31.666667,Fail
MS,F,15,T,1,0,no,no,no,yes,3,5,5,0,65,70,70,68.333333,Pass
MS,F,16,A,4,0,no,no,no,no,1,1,1,4,50,45,55,50,Fail
MS,F,15,T,2,0,no,yes,no,yes,1,2,4,0,50,50,50,50,Fail
MS,F,15,T,1,1,no,yes,no,yes,1,2,2,4,30,35,40,35,Fail
MS,F,16,T,1,0,no,yes,no,yes,1,2,2,0,60,55,60,58.333333,Pass
MS,F,17,T,1,0,no,yes,no,yes,1,3,3,2,50,55,60,55,Pass
MS,F,15,T,1,0,no,no,no,yes,1,1,4,0,70,80,80,76.666667,Pass
MS,M,16,T,2,0,no,yes,no,yes,4,5,3,0,35,0,0,11.666667,Fail
MS,M,17,T,2,0,no,no,yes,yes,2,4,5,4,40,45,45,43.333333,Fail
MS,M,15,T,2,0,no,yes,no,yes,1,2,2,0,60,65,70,65,Pass
MS,M,15,T,2,0,no,yes,no,yes,1,2,2,7,35,45,40,40,Fail
MS,M,16,T,2,0,no,no,no,yes,1,2,5,4,45,50,55,50,Fail
MS,M,15,T,2,0,no,yes,no,yes,2,4,4,8,35,45,45,41.666667,Fail
MS,M,15,T,2,0,no,yes,no,yes,1,1,5,0,55,55,55,55,Pass
MS,M,17,T,1,0,no,no,no,no,5,5,3,8,40,50,45,45,Fail
MS,F,16,T,3,0,no,no,no,yes,1,1,4,6,80,80,85,81.666667,Pass
MS,F,15,T,1,0,no,no,no,yes,1,1,1,3,55,65,65,61.666667,Pass
MS,F,16,T,2,0,no,yes,no,yes,1,2,1,2,75,75,75,75,Pass
MS,M,16,T,2,0,no,no,no,yes,1,1,5,0,50,55,55,53.333333,Pass
MS,F,16,T,2,0,no,yes,no,yes,1,1,4,4,45,50,55,50,Fail
MS,F,16,T,3,1,no,yes,no,yes,1,2,4,0,50,40,40,43.333333,Fail
MS,F,16,T,3,1,no,yes,no,yes,1,2,4,3,45,40,40,41.666667,Fail
MS,F,15,T,2,0,yes,yes,no,yes,3,3,2,0,45,50,45,46.666667,Fail
MS,F,16,T,2,0,no,yes,no,yes,2,1,2,0,65,70,75,70,Pass
MS,M,17,T,1,0,no,yes,no,yes,5,5,3,4,50,55,55,53.333333,Pass
MS,F,16,T,4,0,no,yes,no,yes,1,1,1,0,65,50,65,60,Pass
MS,F,16,T,3,0,yes,yes,no,yes,1,1,5,2,50,45,50,48.333333,Fail
MS,F,15,T,2,0,no,yes,no,yes,1,1,2,1,55,50,55,53.333333,Pass
MS,F,16,T,1,0,no,no,no,yes,4,3,2,0,65,60,70,65,Pass
MS,F,15,T,2,0,no,yes,no,yes,1,2,2,0,65,70,70,68.333333,Pass
MS,F,15,T,3,0,yes,yes,no,yes,2,2,5,2,70,55,60,61.666667,Pass
MS,M,16,T,1,0,no,no,no,yes,3,4,5,6,55,55,55,55,Pass
MS,F,18,T,2,1,no,yes,no,yes,2,3,5,9,45,40,40,41.666667,Fail
MS,M,15,T,1,0,no,yes,no,yes,1,3,4,0,50,45,55,50,Fail
MS,F,16,T,2,0,no,yes,no,yes,1,1,2,1,70,65,70,68.333333,Pass
MS,M,15,T,1,0,no,no,no,yes,1,2,4,1,65,60,65,63.333333,Pass
MS,M,16,T,2,0,no,yes,no,yes,1,1,3,0,65,60,65,63.333333,Pass
MS,F,15,T,2,0,no,yes,no,yes,1,1,1,4,65,60,60,61.666667,Pass
MS,F,16,T,2,1,no,yes,no,yes,2,3,5,2,60,55,60,58.333333,Pass
MS,F,16,T,1,0,no,yes,no,yes,1,1,4,0,70,70,80,73.333333,Pass
MS,M,16,T,1,0,no,yes,no,yes,2,3,4,4,50,40,50,46.666667,Fail
MS,M,15,T,1,0,no,yes,no,yes,3,5,3,2,50,55,55,53.333333,Pass
MS,F,15,T,3,0,no,yes,no,yes,1,1,4,0,60,65,70,65,Pass
MS,F,16,T,1,0,no,yes,no,yes,1,1,5,2,50,40,40,43.333333,Fail
MS,M,15,T,1,0,no,yes,no,yes,2,4,3,11,60,50,55,55,Pass
MS,F,16,T,2,3,yes,yes,no,yes,1,1,1,0,35,35,40,36.666667,Fail
MS,F,17,T,1,0,no,yes,no,no,1,1,5,4,45,45,50,46.666667,Fail
MS,F,19,T,1,1,no,no,no,no,1,1,2,0,45,45,50,46.666667,Fail
MS,F,17,T,1,0,no,yes,no,no,1,1,3,2,45,50,55,50,Fail
MS,F,15,T,1,0,no,yes,no,no,1,3,4,0,45,50,45,46.666667,Fail
MS,F,16,T,2,0,no,yes,no,no,1,2,1,1,45,50,55,50,Fail
MS,F,16,A,1,0,no,yes,no,no,1,2,1,6,35,35,40,36.666667,Fail
MS,F,17,T,2,0,no,yes,no,yes,1,2,4,0,55,50,55,53.333333,Pass
MS,F,16,T,1,1,no,yes,yes,yes,1,4,3,1,45,50,50,48.333333,Fail
MS,F,18,A,3,2,no,yes,no,no,1,1,2,6,35,45,50,43.333333,Fail
MS,F,19,T,3,1,no,no,no,no,1,1,3,6,35,45,45,41.666667,Fail
MS,M,18,T,1,1,no,no,no,no,3,4,4,0,40,45,50,45,Fail
MS,F,18,T,1,1,no,no,no,no,1,1,2,4,45,55,50,50,Fail
MS,F,19,T,2,1,no,yes,no,yes,4,1,1,12,35,40,45,40,Fail
MS,F,16,A,2,0,no,no,no,yes,1,1,3,2,40,50,50,46.666667,Fail
MS,F,17,T,1,0,no,no,no,yes,3,5,5,5,45,45,50,46.666667,Fail
MS,F,16,T,2,0,no,no,no,no,1,3,3,0,40,45,45,43.333333,Fail
MS,F,16,T,1,0,no,no,no,no,1,1,4,0,70,65,65,66.666667,Pass
MS,F,16,T,1,0,no,yes,no,yes,2,2,4,2,70,70,70,70,Pass
MS,M,17,T,4,1,no,yes,yes,yes,3,4,5,0,50,55,50,51.666667,Pass
MS,F,16,T,2,0,no,yes,no,yes,1,1,1,0,70,65,70,68.333333,Pass
MS,F,16,T,1,0,no,yes,yes,yes,1,2,5,0,85,80,80,81.666667,Pass
MS,M,17,T,1,1,no,yes,no,no,5,5,1,12,30,35,35,33.333333,Fail
MS,M,16,T,1,0,no,no,no,yes,1,5,5,8,70,60,65,65,Pass
MS,M,17,T,4,1,no,yes,no,yes,3,5,3,2,50,40,45,45,Fail
MS,F,16,T,4,0,yes,yes,no,yes,1,1,5,0,70,70,70,70,Pass
MS,F,19,T,3,0,no,no,no,yes,1,1,1,0,60,65,65,63.333333,Pass
MS,F,17,T,1,0,no,yes,no,yes,1,2,5,0,55,55,55,55,Pass
MS,F,20,T,2,1,no,no,no,yes,2,4,3,8,55,45,50,50,Fail
MS,F,17,T,3,0,no,yes,no,yes,1,1,3,0,55,55,50,53.333333,Pass
MS,M,17,T,1,1,no,yes,no,yes,1,2,5,0,50,45,45,46.666667,Fail
MS,F,16,T,2,0,no,yes,no,yes,1,1,1,0,80,85,90,85,Pass
MS,F,17,T,2,0,no,yes,no,yes,1,1,1,0,75,85,85,81.666667,Pass
MS,F,17,A,2,0,no,no,no,yes,1,1,4,1,55,45,50,50,Fail
MS,F,18,T,2,1,no,yes,no,yes,1,1,5,9,35,35,35,35,Fail
MS,F,16,T,1,0,no,no,no,yes,1,3,1,0,40,30,40,36.666667,Fail
MS,F,16,T,1,0,no,no,no,yes,1,4,3,2,35,30,35,33.333333,Fail
MS,F,18,T,2,0,yes,no,no,yes,1,4,3,8,45,40,50,45,Fail
MS,F,16,T,2,0,no,no,no,yes,2,3,2,0,70,80,80,76.666667,Pass
MS,F,16,T,1,0,no,no,no,yes,1,4,2,0,70,70,75,71.666667,Pass
MS,F,18,A,2,1,no,yes,no,yes,1,3,1,8,40,25,40,35,Fail
MS,M,16,T,2,0,no,no,no,yes,1,1,2,0,40,35,0,25,Fail
MS,F,16,T,2,0,no,yes,no,yes,1,3,5,6,30,40,40,36.666667,Fail
MS,F,16,T,2,0,no,yes,no,yes,1,1,2,0,40,50,50,46.666667,Fail
MS,F,16,T,2,0,no,yes,no,yes,1,2,3,4,40,40,40,40,Fail
MS,M,18,T,4,0,no,yes,no,no,5,5,5,2,25,30,30,28.333333,Fail
MS,F,16,T,2,0,no,yes,no,yes,1,1,2,2,35,45,40,40,Fail
MS,M,17,T,3,0,no,yes,no,yes,1,2,5,0,75,70,80,75,Pass
MS,F,17,T,1,0,no,no,no,yes,1,2,5,1,65,70,70,68.333333,Pass
MS,M,16,T,3,0,no,no,no,yes,2,2,3,0,50,45,50,48.333333,Fail
MS,F,17,T,1,0,no,yes,yes,yes,1,2,5,5,45,45,45,45,Fail
MS,F,16,T,1,0,no,yes,no,yes,1,2,5,1,55,55,55,55,Pass
MS,M,17,T,1,0,no,yes,no,yes,5,5,3,8,35,50,45,43.333333,Fail
MS,M,17,T,2,0,no,no,no,yes,3,3,1,0,50,50,50,50,Fail
MS,M,16,T,2,0,no,no,no,yes,1,4,5,2,45,35,40,40,Fail
MS,F,16,T,2,0,no,no,no,yes,1,1,3,0,70,75,80,75,Pass
MS,M,16,T,1,0,no,yes,no,yes,2,5,5,0,55,60,60,58.333333,Pass
MS,M,15,T,2,0,no,yes,no,yes,1,3,5,11,45,55,50,50,Fail
MS,M,15,A,4,0,no,yes,no,yes,2,3,5,8,65,70,70,68.333333,Pass
MS,M,15,A,1,0,no,no,no,yes,1,2,5,11,60,65,60,61.666667,Pass
MS,F,16,T,3,0,no,yes,no,yes,2,2,5,2,55,55,55,55,Pass
MS,F,16,T,2,0,no,yes,no,yes,2,2,1,8,45,50,50,48.333333,Fail
MS,F,17,T,1,0,no,no,no,yes,2,2,1,5,45,55,55,51.666667,Pass
MS,F,17,T,2,0,yes,no,yes,yes,1,1,5,0,55,45,55,51.666667,Pass
MS,F,16,T,3,0,no,yes,no,yes,1,4,5,1,50,55,60,55,Pass
MS,M,17,T,1,3,no,no,no,yes,1,3,5,2,45,45,40,43.333333,Fail
MS,M,17,T,1,0,no,no,no,yes,3,3,5,2,60,55,60,58.333333,Pass
MS,M,17,T,2,1,no,yes,no,yes,3,4,5,8,40,45,40,41.666667,Fail
MS,F,17,T,2,0,no,yes,no,yes,1,1,5,0,65,75,80,73.333333,Pass
MS,M,16,T,1,0,no,no,no,yes,2,1,2,0,50,55,55,53.333333,Pass
MS,F,17,A,2,0,no,no,no,yes,1,2,3,2,55,50,55,53.333333,Pass
MS,F,17,T,2,0,yes,yes,no,yes,2,3,5,0,85,90,90,88.333333,Pass
MS,M,16,A,2,0,no,yes,no,yes,2,2,5,0,60,65,65,63.333333,Pass
MS,M,17,T,2,0,no,yes,yes,yes,2,2,1,0,65,70,65,66.666667,Pass
MS,M,19,T,2,2,no,yes,no,no,3,4,4,2,45,45,50,46.666667,Fail
MS,M,17,A,1,0,no,no,no,yes,1,1,5,4,55,55,60,56.666667,Pass
MS,F,17,T,1,0,no,yes,no,no,2,2,4,3,50,55,50,51.666667,Pass
MS,F,16,T,3,0,yes,yes,no,yes,1,1,3,5,65,70,65,66.666667,Pass
MS,M,16,T,1,0,no,no,no,yes,2,4,5,4,45,50,55,50,Fail
MS,F,17,T,2,3,no,yes,no,yes,1,1,5,2,35,45,50,43.333333,Fail
MS,M,17,T,1,0,no,no,no,no,3,5,5,0,40,65,50,51.666667,Pass
MS,M,18,T,1,1,yes,yes,no,yes,1,1,4,0,60,60,65,61.666667,Pass
MS,M,17,T,1,0,no,yes,no,yes,1,3,2,0,50,45,50,48.333333,Fail
MS,M,18,T,2,0,no,yes,no,yes,1,4,5,6,50,45,50,48.333333,Fail
MS,F,16,T,2,0,no,no,no,yes,1,1,1,0,55,65,60,60,Pass
MS,M,17,T,1,1,no,no,no,yes,2,3,5,0,35,0,0,11.666667,Fail
MS,M,16,T,1,0,no,no,no,yes,2,3,5,2,55,45,50,50,Fail
MS,M,16,T,1,0,no,no,no,yes,2,4,5,0,50,50,45,48.333333,Fail
MS,M,18,T,1,1,no,yes,no,no,2,3,5,2,45,35,45,41.666667,Fail
MS,M,18,T,1,1,no,no,no,no,2,2,5,0,20,0,0,6.666667,Fail
MS,M,19,T,1,3,no,no,no,yes,1,1,3,4,30,55,45,43.333333,Fail
MS,M,18,T,2,2,no,yes,no,no,1,3,3,9,20,40,40,33.333333,Fail
MS,M,16,T,1,0,no,yes,no,yes,2,4,4,6,35,40,40,38.333333,Fail
MS,M,19,T,1,3,no,no,no,no,1,3,5,4,40,45,45,43.333333,Fail
MS,F,16,A,2,2,no,yes,no,yes,1,1,1,8,25,25,35,28.333333,Fail
MS,F,17,T,1,0,no,yes,no,yes,1,2,5,9,35,45,50,43.333333,Fail
MS,M,20,T,1,1,no,yes,no,no,2,4,4,12,40,55,50,48.333333,Fail
MS,F,18,A,1,0,no,yes,no,yes,3,4,2,8,50,55,50,51.666667,Pass
MS,M,18,T,1,0,no,yes,no,yes,5,5,5,8,45,50,55,50,Fail
MS,M,19,T,2,1,no,no,no,yes,3,3,2,8,50,45,55,50,Fail
MS,M,17,T,2,1,no,yes,no,yes,2,3,3,4,40,45,50,45,Fail
MS,M,18,T,1,0,no,no,no,no,2,3,3,0,45,50,45,46.666667,Fail
MS,M,19,T,1,1,no,yes,no,yes,3,3,5,4,40,45,50,45,Fail
MS,F,18,A,2,2,no,yes,no,yes,1,1,5,2,30,40,40,36.666667,Fail
MS,F,19,A,1,0,no,yes,no,no,1,1,5,0,30,40,35,35,Fail
MS,F,18,T,1,1,no,no,no,no,1,1,3,0,40,30,0,23.333333,Fail
MS,F,17,T,1,0,no,yes,no,yes,1,1,5,0,50,55,55,53.333333,Pass
MS,F,17,A,3,0,no,yes,yes,no,2,2,3,5,40,35,40,38.333333,Fail
MS,F,17,T,2,0,yes,yes,no,yes,1,3,5,0,40,40,0,26.666667,Fail
MS,F,18,T,2,1,no,yes,no,yes,1,2,4,3,35,30,40,35,Fail
MS,F,17,T,1,0,no,yes,no,yes,1,1,5,0,40,50,45,45,Fail
MS,F,17,T,1,0,no,no,no,yes,1,1,3,0,35,50,50,45,Fail
MS,F,18,T,2,2,no,no,no,yes,2,2,5,3,35,40,35,36.666667,Fail
MS,F,18,T,2,0,no,no,no,yes,1,1,1,2,60,65,70,65,Pass
MS,F,17,T,1,0,no,yes,no,yes,1,1,4,0,55,60,65,60,Pass
MS,F,18,A,2,0,no,no,no,yes,1,2,4,0,60,65,70,65,Pass
MS,F,18,T,2,0,no,no,no,yes,1,2,1,0,90,90,90,90,Pass
MS,M,18,T,1,0,no,yes,no,yes,1,1,5,3,85,85,85,85,Pass
MS,F,17,T,2,0,no,yes,no,yes,1,2,4,0,85,90,90,88.333333,Pass
MS,F,18,T,2,1,no,no,no,yes,1,1,4,0,45,0,0,15,Fail
MS,M,18,T,1,0,no,yes,no,yes,5,5,1,8,50,55,55,53.333333,Pass
MS,M,18,T,1,0,no,yes,yes,yes,1,1,1,5,60,65,70,65,Pass
MS,M,17,T,1,0,no,no,no,no,3,4,4,4,60,65,70,65,Pass
MS,F,18,T,2,0,no,yes,no,yes,1,1,2,4,40,40,50,43.333333,Fail
MS,F,18,T,3,0,no,no,no,yes,1,4,3,0,55,60,65,60,Pass
MS,F,18,A,2,0,no,no,no,yes,1,1,5,0,25,0,0,8.333333,Fail
MS,F,18,T,2,1,no,no,no,no,1,2,2,2,45,50,50,48.333333,Fail
MS,F,19,T,1,1,no,no,no,no,2,3,2,0,25,0,0,8.333333,Fail
MS,F,17,T,4,0,no,no,no,yes,3,1,5,0,90,90,90,90,Pass
MS,F,17,A,2,0,no,no,no,yes,1,2,2,5,55,55,60,56.666667,Pass
MS,F,18,A,2,0,no,no,no,yes,1,2,3,2,40,50,55,48.333333,Fail
MS,F,18,T,2,0,no,yes,no,no,1,1,4,0,55,55,60,56.666667,Pass
MS,F,19,A,2,3,no,yes,no,no,1,4,1,0,40,0,0,13.333333,Fail
MS,F,18,T,3,0,no,no,no,yes,1,1,4,5,70,70,75,71.666667,Pass
MS,M,17,T,2,1,no,yes,yes,yes,1,3,2,4,50,55,55,53.333333,Pass
MS,F,18,T,2,0,no,yes,no,yes,1,1,5,0,50,50,50,50,Fail
MS,F,17,T,2,0,no,yes,yes,yes,1,2,5,2,60,60,60,60,Pass
MS,F,17,A,2,0,no,no,no,yes,1,2,5,0,75,70,75,73.333333,Pass
MS,M,18,T,1,0,no,no,no,yes,1,2,3,2,70,65,70,68.333333,Pass
MS,F,18,T,3,0,no,no,no,yes,1,1,4,0,95,85,90,90,Pass
MS,F,18,A,2,0,no,no,no,yes,1,4,5,0,80,75,75,76.666667,Pass
MS,F,18,T,2,0,no,yes,no,yes,1,3,3,6,65,60,65,63.333333,Pass
MS,F,17,T,2,0,no,yes,no,yes,1,1,1,4,75,70,75,73.333333,Pass
MS,F,17,T,2,0,no,no,no,yes,1,2,3,0,65,65,65,65,Pass
MS,M,18,T,2,0,no,yes,yes,yes,2,4,3,0,40,50,45,45,Fail
MS,M,18,T,3,0,no,no,no,yes,2,2,5,0,75,80,80,78.333333,Pass
MS,F,17,T,1,1,no,yes,no,yes,1,2,1,0,40,40,45,41.666667,Fail
MS,F,18,T,1,0,no,yes,no,yes,1,2,4,0,50,50,50,50,Fail
MS,F,18,T,2,0,no,yes,no,yes,4,2,5,0,35,25,0,20,Fail
MS,M,18,T,1,0,no,yes,no,no,2,3,3,3,45,50,50,48.333333,Fail
MS,F,17,T,3,0,no,no,no,yes,1,1,3,8,50,55,60,55,Pass
MS,F,17,T,1,0,no,no,no,yes,1,3,1,4,35,40,45,40,Fail
MS,F,18,T,3,0,no,no,no,yes,1,1,1,0,75,85,85,81.666667,Pass
MS,F,18,T,3,0,no,no,no,yes,1,2,4,4,50,55,60,55,Pass
MS,F,19,T,2,1,no,yes,no,yes,1,1,3,4,35,40,45,40,Fail
MS,F,18,T,2,0,no,no,no,yes,3,4,2,1,65,70,70,68.333333,Pass
MS,F,18,T,2,0,no,no,no,yes,1,2,1,1,80,80,80,80,Pass
MS,F,17,T,2,0,no,yes,no,yes,2,3,1,10,40,45,45,43.333333,Fail
MS,M,18,T,2,0,no,no,no,yes,1,4,2,4,85,90,95,90,Pass
MS,M,18,T,1,0,no,no,no,yes,1,3,5,0,35,35,0,23.333333,Fail
MS,M,17,T,2,0,no,no,no,yes,1,1,3,4,70,75,80,75,Pass
MS,M,19,T,1,1,no,no,no,yes,1,3,5,0,25,40,0,21.666667,Fail
MS,M,18,T,1,1,no,no,yes,yes,4,3,3,0,35,35,0,23.333333,Fail
MS,F,18,T,3,0,no,no,no,yes,1,3,4,0,70,85,75,76.666667,Pass
MS,F,17,T,2,0,no,no,no,yes,1,1,1,0,30,45,55,43.333333,Fail
MS,F,18,T,1,0,no,yes,no,yes,2,2,5,4,35,45,50,43.333333,Fail
MS,F,19,T,3,1,no,no,no,yes,1,2,5,4,50,55,50,51.666667,Pass
MS,F,18,T,2,0,no,yes,no,yes,1,1,1,4,75,75,80,76.666667,Pass
MS,F,18,T,2,0,no,no,no,yes,1,1,5,6,55,60,45,53.333333,Pass
MS,M,17,T,1,0,no,no,no,yes,3,4,2,6,50,50,50,50,Fail
MS,M,18,T,1,0,no,no,no,yes,3,4,5,4,50,55,55,53.333333,Pass
